Chromosome,Region,Name,CenterOfPeak,Length,PeakShapeScore,P-value,5'gene,5'distance,3'gene,3'distance
NCTC8325 Genomic sequence,1000094..1000376,Peak,1000234,283,24.74888091,1.59E-135,SAOUHSC_01029,0,SAOUHSC_01030,0
NCTC8325 Genomic sequence,1842178..1842480,Peak,1842317,303,24.74207139,1.89E-135,SAOUHSC_01932,1643,SAOUHSC_01933,0
NCTC8325 Genomic sequence,1638785..1639142,Peak,1638925,358,24.71510602,3.68E-135,SAOUHSC_01734,871,SAOUHSC_01735,0
NCTC8325 Genomic sequence,2178033..2178346,Peak,2178173,314,24.7072028,4.47E-135,glyA,480,SAOUHSC_02355,0
NCTC8325 Genomic sequence,1460023..1460314,Peak,1460163,292,24.69494949,6.06E-135,SAOUHSC_01507,994,SAOUHSC_01508,0
NCTC8325 Genomic sequence,473746..474070,Peak,473886,325,24.6880547,7.19E-135,SAOUHSC_00477,0,SAOUHSC_00479,3150
NCTC8325 Genomic sequence,1525021..1525311,Peak,1525172,291,24.67614869,9.65E-135,SAOUHSC_01599,0,SAOUHSC_01600,0
NCTC8325 Genomic sequence,2325950..2326238,Peak,2326090,289,24.65368632,1.68E-134,SAOUHSC_02521,924,SAOUHSC_02522,0
NCTC8325 Genomic sequence,840355..840687,Peak,840548,333,24.63457888,2.69E-134,SAOUHSC_00874,1056,SAOUHSC_00875,0
NCTC8325 Genomic sequence,2318282..2318565,Peak,2318422,284,24.56830427,1.38E-133,SAOUHSC_02512a,142,SAOUHSC_02515,0
NCTC8325 Genomic sequence,242164..242456,Peak,242304,293,24.52444147,4.05E-133,SAOUHSC_00222,0,SAOUHSC_00223,1348
NCTC8325 Genomic sequence,666510..666808,Peak,666669,299,24.47448238,1.38E-132,SAOUHSC_00678,0,SAOUHSC_00679,369
NCTC8325 Genomic sequence,654841..655128,Peak,654991,288,24.44357482,2.95E-132,SAOUHSC_00668,0,SAOUHSC_00669,2175
NCTC8325 Genomic sequence,2088295..2088584,Peak,2088445,290,24.37301371,1.65E-131,SAOUHSC_02251,2236,groEL,0
NCTC8325 Genomic sequence,644051..644333,Peak,644191,283,24.36554226,1.98E-131,SAOUHSC_00654,0,SAOUHSC_00655,0
NCTC8325 Genomic sequence,900360..900643,Peak,900504,284,24.33688996,3.99E-131,SAOUHSC_00928,0,SAOUHSC_00929,1045
NCTC8325 Genomic sequence,670709..671009,Peak,670870,301,24.31012684,7.66E-131,SAOUHSC_00682,758,SAOUHSC_00683,0
NCTC8325 Genomic sequence,1276941..1277233,Peak,1277094,293,24.24704512,3.55E-130,SAOUHSC_01337,0,SAOUHSC_01338,1540
NCTC8325 Genomic sequence,2122353..2122690,Peak,2122551,338,24.24644725,3.60E-130,SAOUHSC_02289,0,SAOUHSC_R00014,53
NCTC8325 Genomic sequence,809304..809590,Peak,809452,287,24.23304074,4.99E-130,SAOUHSC_00833,415,SAOUHSC_00834,0
NCTC8325 Genomic sequence,1433969..1434303,Peak,1434109,335,24.23149744,5.18E-130,SAOUHSC_01475,20,SAOUHSC_01476,0
NCTC8325 Genomic sequence,512569..512854,Peak,512708,286,24.19058373,1.40E-129,gltX,0,SAOUHSC_00510,208
NCTC8325 Genomic sequence,705713..706055,Peak,705916,343,24.18302442,1.68E-129,SAOUHSC_00722,0,SAOUHSC_00723,0
NCTC8325 Genomic sequence,589265..589560,Peak,589405,296,24.16979859,2.31E-129,SAOUHSC_00588,0,SAOUHSC_00589,137
NCTC8325 Genomic sequence,823811..824201,Peak,824062,391,24.1636098,2.69E-129,SAOUHSC_00853,10,SAOUHSC_00854,0
NCTC8325 Genomic sequence,1853473..1853835,Peak,1853696,363,24.12698319,6.51E-129,SAOUHSC_01950,38,SAOUHSC_01951,0
NCTC8325 Genomic sequence,2795156..2795574,Peak,2795296,419,24.10653557,1.07E-128,SAOUHSC_03020,818,SAOUHSC_03021,0
NCTC8325 Genomic sequence,1283222..1283542,Peak,1283404,321,24.08935448,1.62E-128,SAOUHSC_01343,0,SAOUHSC_1342a,514
NCTC8325 Genomic sequence,2489353..2489670,Peak,2489531,318,24.07617418,2.22E-128,SAOUHSC_02708,0,SAOUHSC_02709,1055
NCTC8325 Genomic sequence,1797204..1797537,Peak,1797344,334,24.06015457,3.27E-128,SAOUHSC_01880,1123,SAOUHSC_01882,0
NCTC8325 Genomic sequence,944865..945223,Peak,945084,359,24.03317149,6.26E-128,SAOUHSC_00968,0,SAOUHSC_00969,73
NCTC8325 Genomic sequence,2804014..2804306,Peak,2804154,293,23.94096255,5.74E-127,SAOUHSC_03030,1293,SAOUHSC_03031,0
NCTC8325 Genomic sequence,239497..239793,Peak,239654,297,23.93238337,7.05E-127,SAOUHSC_00219,97,SAOUHSC_00220,175
NCTC8325 Genomic sequence,1750051..1750338,Peak,1750200,288,23.92724073,7.97E-127,SAOUHSC_01841,2762,SAOUHSC_01843,0
NCTC8325 Genomic sequence,1855850..1856129,Peak,1855990,280,23.90790836,1.27E-126,SAOUHSC_01951,1155,SAOUHSC_01952,0
NCTC8325 Genomic sequence,543642..543982,Peak,543843,341,23.86480997,3.55E-126,SAOUHSC_00538,0,SAOUHSC_00539,0
NCTC8325 Genomic sequence,2036130..2036411,Peak,2036270,282,23.86278701,3.73E-126,SAOUHSC_02170,1143,SAOUHSC_02171,0
NCTC8325 Genomic sequence,912078..912409,Peak,912217,332,23.82452174,9.30E-126,SAOUHSC_00937,797,SAOUHSC_00938,0
NCTC8325 Genomic sequence,663375..663671,Peak,663532,297,23.79811808,1.75E-125,SAOUHSC_00673,0,SAOUHSC_00674,589
NCTC8325 Genomic sequence,26019..26338,Peak,26159,320,23.67057301,3.62E-124,SAOUHSC_00021,0,SAOUHSC_00022,1176
NCTC8325 Genomic sequence,1767372..1767699,Peak,1767560,328,23.62983518,9.51E-124,SAOUHSC_01857,388,SAOUHSC_01858,0
NCTC8325 Genomic sequence,2744451..2744754,Peak,2744616,304,23.5800689,3.09E-123,SAOUHSC_02979,0,SAOUHSC_02980,1640
NCTC8325 Genomic sequence,766047..766341,Peak,766187,295,23.5653126,4.37E-123,SAOUHSC_00784,0,SAOUHSC_00785,612
NCTC8325 Genomic sequence,1268121..1268456,Peak,1268261,336,23.55411702,5.70E-123,SAOUHSC_01323,577,SAOUHSC_01324,0
NCTC8325 Genomic sequence,2006106..2006390,Peak,2006251,285,23.5497036,6.32E-123,nadE,103,SAOUHSC_02133,0
NCTC8325 Genomic sequence,652774..653054,Peak,652914,281,23.54379071,7.27E-123,SAOUHSC_00666,0,SAOUHSC_00667,884
NCTC8325 Genomic sequence,402813..403117,Peak,402978,305,23.54055201,7.84E-123,SAOUHSC_00399,0,SAOUHSC_00400,89
NCTC8325 Genomic sequence,517411..517751,Peak,517551,341,23.48569908,2.86E-122,SAOUHSC_00515,0,secE,0
NCTC8325 Genomic sequence,542767..543097,Peak,542907,331,23.45217153,6.28E-122,SAOUHSC_00536,0,SAOUHSC_00537,0
NCTC8325 Genomic sequence,1978647..1978962,Peak,1978787,316,23.38202391,3.26E-121,SAOUHSC_02103,434,SAOUHSC_02104,0
NCTC8325 Genomic sequence,2555159..2555449,Peak,2555299,291,23.37694253,3.67E-121,SAOUHSC_02778,55,SAOUHSC_02779,0
NCTC8325 Genomic sequence,1086578..1086925,Peak,1086786,348,23.34557539,7.64E-121,SAOUHSC_01131,735,SAOUHSC_01133,0
NCTC8325 Genomic sequence,1459494..1459791,Peak,1459652,298,23.2625364,5.31E-120,SAOUHSC_01507,465,SAOUHSC_01508,0
NCTC8325 Genomic sequence,1217326..1217636,Peak,1217497,311,23.18370627,3.32E-119,recA,59,SAOUHSC_01263,0
NCTC8325 Genomic sequence,140514..140822,Peak,140683,309,23.18334998,3.35E-119,SAOUHSC_00133,153,SAOUHSC_00134,0
NCTC8325 Genomic sequence,711873..712290,Peak,712151,418,23.12204155,1.39E-118,SAOUHSC_00728,0,SAOUHSC_00729,73
NCTC8325 Genomic sequence,24605..24897,Peak,24745,293,23.07879203,3.78E-118,SAOUHSC_T00011,293,SAOUHSC_00020,33
NCTC8325 Genomic sequence,1544352..1544672,Peak,1544492,321,23.07831832,3.82E-118,SAOUHSC_01619,1196,xseA,0
NCTC8325 Genomic sequence,2376240..2376523,Peak,2376375,284,23.05087293,7.21E-118,SAOUHSC_02582,1493,SAOUHSC_02583,0
NCTC8325 Genomic sequence,1910458..1910735,Peak,1910596,278,22.99689351,2.50E-117,SAOUHSC_02000,0,SAOUHSC_02001,156
NCTC8325 Genomic sequence,2726258..2726554,Peak,2726398,297,22.98509076,3.29E-117,SAOUHSC_02963,656,SAOUHSC_02964,0
NCTC8325 Genomic sequence,2155207..2155567,Peak,2155345,361,22.9566206,6.33E-117,SAOUHSC_02321,301,SAOUHSC_02322,0
NCTC8325 Genomic sequence,2434555..2434907,Peak,2434768,353,22.89691051,2.49E-116,SAOUHSC_02647,1925,SAOUHSC_02648,0
NCTC8325 Genomic sequence,2138787..2139070,Peak,2138931,284,22.85639474,6.31E-116,SAOUHSC_02307,1165,SAOUHSC_02308,0
NCTC8325 Genomic sequence,1017389..1017696,Peak,1017557,308,22.82088812,1.42E-115,SAOUHSC_01049,0,SAOUHSC_01050,581
NCTC8325 Genomic sequence,781849..782154,Peak,782017,306,22.76352296,5.27E-115,SAOUHSC_00798,0,eno,0
NCTC8325 Genomic sequence,640920..641273,Peak,641134,354,22.75031741,7.12E-115,SAOUHSC_00651,0,SAOUHSC_00652,0
NCTC8325 Genomic sequence,36935..37226,Peak,37087,292,22.73944279,9.13E-115,SAOUHSC_00030,477,SAOUHSC_00031,0
NCTC8325 Genomic sequence,802877..803237,Peak,803017,361,22.72958719,1.14E-114,SAOUHSC_00821,539,SAOUHSC_00822,0
NCTC8325 Genomic sequence,630607..630916,Peak,630747,310,22.71507277,1.59E-114,SAOUHSC_00641,73,SAOUHSC_00642,0
NCTC8325 Genomic sequence,594010..594323,Peak,594184,314,22.69058127,2.78E-114,SAOUHSC_00599,0,SAOUHSC_00600,51
NCTC8325 Genomic sequence,2777868..2778176,Peak,2778008,309,22.60859407,1.78E-113,SAOUHSC_03005,0,SAOUHSC_03006,859
NCTC8325 Genomic sequence,702782..703103,Peak,702964,322,22.5796296,3.44E-113,SAOUHSC_00717,616,SAOUHSC_00718,0
NCTC8325 Genomic sequence,2657200..2657602,Peak,2657340,403,22.56711657,4.56E-113,SAOUHSC_02882,905,SAOUHSC_02883,0
NCTC8325 Genomic sequence,1882545..1882864,Peak,1882685,320,22.51023014,1.65E-112,SAOUHSC_01977,36,SAOUHSC_01978,0
NCTC8325 Genomic sequence,1164779..1165185,Peak,1165046,407,22.47393558,3.73E-112,SAOUHSC_01213,37,rbgA,0
NCTC8325 Genomic sequence,1075009..1075382,Peak,1075149,374,22.4428557,7.51E-112,SAOUHSC_01118,263,SAOUHSC_01119,0
NCTC8325 Genomic sequence,2206104..2206495,Peak,2206356,392,22.43214616,9.56E-112,SAOUHSC_02383,220,SAOUHSC_02384,59
NCTC8325 Genomic sequence,572526..572880,Peak,572742,355,22.41720425,1.34E-111,SAOUHSC_00567,0,SAOUHSC_00569,0
NCTC8325 Genomic sequence,1033468..1033780,Peak,1033641,313,22.23361719,8.13E-110,SAOUHSC_01064,1205,SAOUHSC_01065,0
NCTC8325 Genomic sequence,1831832..1832125,Peak,1831972,294,22.19298441,2.01E-109,SAOUHSC_01925,366,SAOUHSC_01926,0
NCTC8325 Genomic sequence,1770165..1770481,Peak,1770343,317,22.18319415,2.50E-109,SAOUHSC_01863,0,SAOUHSC_01864,79
NCTC8325 Genomic sequence,129887..130166,Peak,130027,280,22.1785939,2.76E-109,SAOUHSC_00124,0,SAOUHSC_00125,695
NCTC8325 Genomic sequence,2022903..2023213,Peak,2023041,311,22.1556266,4.60E-109,SAOUHSC_02150,0,SAOUHSC_02151,0
NCTC8325 Genomic sequence,1042044..1042356,Peak,1042217,313,22.12890304,8.33E-109,SAOUHSC_01078,0,SAOUHSC_01079,0
NCTC8325 Genomic sequence,1754183..1754478,Peak,1754339,296,22.10826018,1.32E-108,SAOUHSC_01845,2075,SAOUHSC_01846,0
NCTC8325 Genomic sequence,931623..931950,Peak,931812,328,22.06713605,3.27E-108,prfC,0,SAOUHSC_00957,121
NCTC8325 Genomic sequence,1545700..1546007,Peak,1545868,308,22.01558789,1.02E-107,SAOUHSC_01622,386,SAOUHSC_01623,0
NCTC8325 Genomic sequence,591489..591799,Peak,591628,311,21.97506495,2.49E-107,SAOUHSC_00593,0,SAOUHSC_00596,558
NCTC8325 Genomic sequence,796492..796837,Peak,796699,346,21.97106679,2.72E-107,SAOUHSC_00812,722,SAOUHSC_00816,1028
NCTC8325 Genomic sequence,2790427..2790795,Peak,2790567,369,21.95869102,3.58E-107,hisZ,1329,SAOUHSC_03016,0
NCTC8325 Genomic sequence,2349369..2349698,Peak,2349509,330,21.91102322,1.02E-106,SAOUHSC_02553,1174,SAOUHSC_02554,0
NCTC8325 Genomic sequence,469235..469520,Peak,469381,286,21.87020741,2.50E-106,SAOUHSC_00469,3,SAOUHSC_00470,0
NCTC8325 Genomic sequence,776998..777282,Peak,777138,285,21.84878669,3.99E-106,SAOUHSC_00794,0,SAOUHSC_00795,0
NCTC8325 Genomic sequence,1829344..1829649,Peak,1829484,306,21.84788399,4.07E-106,SAOUHSC_01921,0,SAOUHSC_01922,0
NCTC8325 Genomic sequence,455888..456172,Peak,456028,285,21.83977565,4.86E-106,SAOUHSC_00450,0,tmk,0
NCTC8325 Genomic sequence,1921292..1921638,Peak,1921508,347,21.83864914,4.98E-106,recX,380,SAOUHSC_02012,0
NCTC8325 Genomic sequence,2392195..2392569,Peak,2392430,375,21.83332432,5.60E-106,SAOUHSC_02600,2179,SAOUHSC_02603,0
NCTC8325 Genomic sequence,1850420..1850712,Peak,1850560,293,21.78677798,1.55E-105,SAOUHSC_01945,356,SAOUHSC_01947,0
NCTC8325 Genomic sequence,168864..169169,Peak,169030,306,21.77000635,2.23E-105,SAOUHSC_00155,203,SAOUHSC_00156,139
NCTC8325 Genomic sequence,1613571..1613887,Peak,1613709,317,21.73322075,4.98E-105,SAOUHSC_01705,1496,SAOUHSC_01706,0
NCTC8325 Genomic sequence,1917478..1917854,Peak,1917618,377,21.68803294,1.33E-104,SAOUHSC_02006,314,SAOUHSC_02008,0
NCTC8325 Genomic sequence,1893080..1893393,Peak,1893255,314,21.66053139,2.42E-104,SAOUHSC_01988,1017,SAOUHSC_01989,0
NCTC8325 Genomic sequence,136993..137281,Peak,137133,289,21.61991235,5.84E-104,SAOUHSC_00131,151,SAOUHSC_00132,0
NCTC8325 Genomic sequence,44554..44912,Peak,44694,359,21.60880295,7.42E-104,SAOUHSC_00041,29,SAOUHSC_00042,0
NCTC8325 Genomic sequence,1295002..1295308,Peak,1295169,307,21.56258199,2.02E-103,SAOUHSC_01352,0,SAOUHSC_01353,1418
NCTC8325 Genomic sequence,1843036..1843351,Peak,1843212,316,21.54576069,2.90E-103,SAOUHSC_01934,654,SAOUHSC_01935,0
NCTC8325 Genomic sequence,1761728..1762030,Peak,1761891,303,21.54204937,3.14E-103,SAOUHSC_01854,544,SAOUHSC_01855,0
NCTC8325 Genomic sequence,295427..295798,Peak,295659,372,21.52078467,4.97E-103,SAOUHSC_00279,0,SAOUHSC_00280,0
NCTC8325 Genomic sequence,1269828..1270107,Peak,1269969,280,21.49731632,8.25E-103,SAOUHSC_01326,5,SAOUHSC_01327,14
NCTC8325 Genomic sequence,639776..640075,Peak,639915,300,21.44968264,2.30E-102,SAOUHSC_00648,214,SAOUHSC_00650,0
NCTC8325 Genomic sequence,1768776..1769082,Peak,1768916,307,21.41286631,5.07E-102,SAOUHSC_01859,289,SAOUHSC_01860,0
NCTC8325 Genomic sequence,1864929..1865285,Peak,1865146,357,21.41150173,5.22E-102,SAOUHSC_T00042,61,SAOUHSC_T00012,0
NCTC8325 Genomic sequence,2088835..2089249,Peak,2089110,415,21.37730205,1.09E-101,groES,98,SAOUHSC_02256,0
NCTC8325 Genomic sequence,1854139..1854424,Peak,1854279,286,21.30067205,5.60E-101,SAOUHSC_01950,704,SAOUHSC_01951,0
NCTC8325 Genomic sequence,342593..342887,Peak,342733,295,21.29189306,6.75E-101,SAOUHSC_00328,190,SAOUHSC_00329,0
NCTC8325 Genomic sequence,1462148..1462519,Peak,1462380,372,21.28353126,8.07E-101,SAOUHSC_01511,902,SAOUHSC_01512,0
NCTC8325 Genomic sequence,2155567..2155946,Peak,2155807,380,21.21900894,3.19E-100,SAOUHSC_02323,0,SAOUHSC_02324,941
NCTC8325 Genomic sequence,330664..330967,Peak,330803,304,21.21642218,3.37E-100,SAOUHSC_00315,0,SAOUHSC_00316,0
NCTC8325 Genomic sequence,470842..471141,Peak,470982,300,21.16719734,9.58E-100,glmU,0,SAOUHSC_00472,0
NCTC8325 Genomic sequence,646095..646439,Peak,646300,345,20.98784235,4.24E-98,SAOUHSC_00658,0,SAOUHSC_00659,0
NCTC8325 Genomic sequence,190258..190609,Peak,190470,352,20.9842301,4.57E-98,SAOUHSC_00172,752,SAOUHSC_00173,0
NCTC8325 Genomic sequence,1232958..1233265,Peak,1233126,308,20.97497832,5.55E-98,SAOUHSC_01275,0,glpK,15
NCTC8325 Genomic sequence,50748..51073,Peak,50934,326,20.94427813,1.06E-97,SAOUHSC_00049,0,SAOUHSC_00050,2494
NCTC8325 Genomic sequence,2388329..2388746,Peak,2388607,418,20.87327908,4.68E-97,SAOUHSC_02596,1641,SAOUHSC_02597,0
NCTC8325 Genomic sequence,838366..838660,Peak,838521,295,20.85798087,6.45E-97,SAOUHSC_00872,0,SAOUHSC_00873,0
NCTC8325 Genomic sequence,1538465..1538868,Peak,1538605,404,20.74776527,6.42E-96,SAOUHSC_01613,565,SAOUHSC_01614,0
NCTC8325 Genomic sequence,262116..262402,Peak,262263,287,20.72138237,1.11E-95,SAOUHSC_00240,861,SAOUHSC_00241,0
NCTC8325 Genomic sequence,1631295..1631590,Peak,1631435,296,20.72091696,1.12E-95,SAOUHSC_01723,585,SAOUHSC_01724,0
NCTC8325 Genomic sequence,1364633..1364936,Peak,1364798,304,20.71961339,1.15E-95,SAOUHSC_01423,939,murG,0
NCTC8325 Genomic sequence,1669360..1669686,Peak,1669547,327,20.66400968,3.65E-95,SAOUHSC_01768,90,SAOUHSC_01769,0
NCTC8325 Genomic sequence,2701373..2701667,Peak,2701528,295,20.6512865,4.75E-95,SAOUHSC_02932,1738,SAOUHSC_02933,0
NCTC8325 Genomic sequence,251265..251555,Peak,251416,291,20.62948518,7.46E-95,SAOUHSC_00229,0,SAOUHSC_00230,0
NCTC8325 Genomic sequence,212288..212599,Peak,212460,312,20.55783962,3.27E-94,SAOUHSC_00192,0,SAOUHSC_00193,1224
NCTC8325 Genomic sequence,2811549..2811944,Peak,2811689,396,20.55392835,3.55E-94,SAOUHSC_03040,100,SAOUHSC_03041,0
NCTC8325 Genomic sequence,1735123..1735410,Peak,1735263,288,20.52132537,6.94E-94,rpsD,0,SAOUHSC_01830,0
NCTC8325 Genomic sequence,91407..91717,Peak,91580,311,20.43343203,4.22E-93,SAOUHSC_00084,0,SAOUHSC_00085,0
NCTC8325 Genomic sequence,2416678..2416984,Peak,2416845,307,20.41980693,5.58E-93,SAOUHSC_02628,72,SAOUHSC_02629,0
NCTC8325 Genomic sequence,2807572..2807862,Peak,2807723,291,20.36580996,1.68E-92,SAOUHSC_03034,512,SAOUHSC_03035,0
NCTC8325 Genomic sequence,472840..473161,Peak,472979,322,20.32824816,3.62E-92,SAOUHSC_00474,0,SAOUHSC_00475,0
NCTC8325 Genomic sequence,232481..232771,Peak,232621,291,20.28049851,9.56E-92,SAOUHSC_00211,43,SAOUHSC_00212,0
NCTC8325 Genomic sequence,1460427..1460840,Peak,1460705,414,20.26923772,1.20E-91,SAOUHSC_01510,64,SAOUHSC_01511,0
NCTC8325 Genomic sequence,808813..809108,Peak,808953,296,20.25065025,1.75E-91,SAOUHSC_00833,0,SAOUHSC_00834,0
NCTC8325 Genomic sequence,1857437..1857719,Peak,1857580,283,20.23426378,2.44E-91,SAOUHSC_01951,2742,SAOUHSC_01952,0
NCTC8325 Genomic sequence,541457..541757,Peak,541594,301,20.16732715,9.48E-91,SAOUHSC_00535,8,SAOUHSC_00536,25
NCTC8325 Genomic sequence,174013..174347,Peak,174208,335,20.11397317,2.78E-90,SAOUHSC_00160,423,SAOUHSC_00161,0
NCTC8325 Genomic sequence,1652062..1652344,Peak,1652202,283,20.10713031,3.20E-90,SAOUHSC_01744,2482,SAOUHSC_01746,0
NCTC8325 Genomic sequence,1422339..1422669,Peak,1422479,331,20.09513209,4.07E-90,SAOUHSC_01467,0,SAOUHSC_01468,1631
NCTC8325 Genomic sequence,2194598..2194910,Peak,2194771,313,20.09484468,4.09E-90,SAOUHSC_02371,0,SAOUHSC_02372,0
NCTC8325 Genomic sequence,1196566..1196847,Peak,1196706,282,20.0827778,5.22E-90,infB,0,rbfA,2067
NCTC8325 Genomic sequence,1013999..1014280,Peak,1014141,282,20.03674315,1.32E-89,SAOUHSC_01045,0,SAOUHSC_01046,151
NCTC8325 Genomic sequence,396975..397307,Peak,397170,333,20.02635642,1.62E-89,SAOUHSC_00393,0,SAOUHSC_00394,46
NCTC8325 Genomic sequence,2101887..2102176,Peak,2102027,290,20.02086475,1.81E-89,SAOUHSC_02269,1348,SAOUHSC_02270,0
NCTC8325 Genomic sequence,443776..444177,Peak,444038,402,19.95459881,6.84E-89,SAOUHSC_00439,0,SAOUHSC_00440,250
NCTC8325 Genomic sequence,1168991..1169292,Peak,1169153,302,19.87167977,3.58E-88,SAOUHSC_01218,8,SAOUHSC_01219,0
NCTC8325 Genomic sequence,916267..916628,Peak,916489,362,19.85270108,5.22E-88,SAOUHSC_00944,0,SAOUHSC_00945,0
NCTC8325 Genomic sequence,1817384..1817675,Peak,1817537,292,19.82596126,8.89E-88,SAOUHSC_01907,1058,SAOUHSC_01908,0
NCTC8325 Genomic sequence,725902..726184,Peak,726042,283,19.81419976,1.12E-87,SAOUHSC_00740,53,nrdI,596
NCTC8325 Genomic sequence,1975383..1975670,Peak,1975522,288,19.74386108,4.53E-87,SAOUHSC_02100,60,SAOUHSC_02101,0
NCTC8325 Genomic sequence,1231396..1231714,Peak,1231582,319,19.67595472,1.73E-86,SAOUHSC_01274,0,SAOUHSC_01275,619
NCTC8325 Genomic sequence,188542..188846,Peak,188707,305,19.66712171,2.06E-86,SAOUHSC_00171,107,SAOUHSC_00172,0
NCTC8325 Genomic sequence,857311..857645,Peak,857506,335,19.64215903,3.37E-86,SAOUHSC_00893,0,rocD,72
NCTC8325 Genomic sequence,736381..736661,Peak,736521,281,19.59380076,8.73E-86,SAOUHSC_00751,886,murB,0
NCTC8325 Genomic sequence,2107328..2107688,Peak,2107552,361,19.56317114,1.59E-85,SAOUHSC_02276,0,SAOUHSC_02277,1047
NCTC8325 Genomic sequence,2552106..2552431,Peak,2552292,326,19.52768386,3.19E-85,SAOUHSC_02773,479,SAOUHSC_02774,0
NCTC8325 Genomic sequence,1435764..1436121,Peak,1435982,358,19.52590878,3.31E-85,SAOUHSC_01477,240,SAOUHSC_01478,0
NCTC8325 Genomic sequence,2323448..2323749,Peak,2323588,302,19.49373809,6.20E-85,SAOUHSC_02519,0,SAOUHSC_02520,164
NCTC8325 Genomic sequence,738012..738385,Peak,738152,374,19.42375593,2.43E-84,SAOUHSC_00754,0,SAOUHSC_00755,0
NCTC8325 Genomic sequence,2707825..2708119,Peak,2707965,295,19.32141816,1.77E-83,SAOUHSC_02941,1808,SAOUHSC_02942,0
NCTC8325 Genomic sequence,2030479..2030896,Peak,2030757,418,19.30915785,2.25E-83,SAOUHSC_02160,891,SAOUHSC_02161,0
NCTC8325 Genomic sequence,737005..737334,Peak,737144,330,19.25300006,6.66E-83,murB,569,SAOUHSC_00753,0
NCTC8325 Genomic sequence,1412871..1413206,Peak,1413068,336,19.24258915,8.14E-83,SAOUHSC_01454,1267,SAOUHSC_01455,0
NCTC8325 Genomic sequence,597154..597449,Peak,597311,296,19.20546527,1.67E-82,SAOUHSC_00604,0,SAOUHSC_00605,0
NCTC8325 Genomic sequence,2453258..2453613,Peak,2453398,356,19.1979201,1.93E-82,SAOUHSC_02666,1612,SAOUHSC_02667,0
NCTC8325 Genomic sequence,2248126..2248407,Peak,2248268,282,19.0830291,1.75E-81,SAOUHSC_02418,656,SAOUHSC_02419,0
NCTC8325 Genomic sequence,1418950..1419280,Peak,1419090,331,19.07514335,2.03E-81,SAOUHSC_01460,475,SAOUHSC_01462,0
NCTC8325 Genomic sequence,1444391..1444670,Peak,1444531,280,19.06280439,2.57E-81,SAOUHSC_01486,534,ubiE,0
NCTC8325 Genomic sequence,1779813..1780132,Peak,1779953,320,19.05483477,3.00E-81,SAOUHSC_01871,22,SAOUHSC_01872,64
NCTC8325 Genomic sequence,1431774..1432072,Peak,1431897,299,19.05349203,3.07E-81,SAOUHSC_01473,161,SAOUHSC_01474,0
NCTC8325 Genomic sequence,55701..56073,Peak,55934,373,19.04710912,3.47E-81,SAOUHSC_00052,0,SAOUHSC_00053,210
NCTC8325 Genomic sequence,115677..115961,Peak,115813,285,19.03297698,4.55E-81,SAOUHSC_00111,462,SAOUHSC_00112,0
NCTC8325 Genomic sequence,1457941..1458241,Peak,1458102,301,19.00485289,7.77E-81,SAOUHSC_01504,0,SAOUHSC_01505,0
NCTC8325 Genomic sequence,264625..264916,Peak,264777,292,18.93953074,2.69E-80,SAOUHSC_00244,472,SAOUHSC_00246,0
NCTC8325 Genomic sequence,243495..243897,Peak,243632,403,18.93518394,2.93E-80,SAOUHSC_00222,117,SAOUHSC_00223,0
NCTC8325 Genomic sequence,2357336..2357628,Peak,2357476,293,18.92123724,3.81E-80,SAOUHSC_02565,25,SAOUHSC_02566,0
NCTC8325 Genomic sequence,1307438..1307725,Peak,1307587,288,18.91534092,4.26E-80,SAOUHSC_01363,0,SAOUHSC_01364,0
NCTC8325 Genomic sequence,2534715..2535003,Peak,2534855,289,18.89945705,5.76E-80,SAOUHSC_02757,157,SAOUHSC_02759,0
NCTC8325 Genomic sequence,1529977..1530281,Peak,1530114,305,18.78728636,4.80E-79,SAOUHSC_01604,516,SAOUHSC_01605,0
NCTC8325 Genomic sequence,722405..722725,Peak,722545,321,18.75322069,9.11E-79,SAOUHSC_00735,1256,SAOUHSC_00736,0
NCTC8325 Genomic sequence,2218916..2219222,Peak,2219056,307,18.64465052,6.98E-78,SAOUHSC_02399,49,SAOUHSC_02400,324
NCTC8325 Genomic sequence,2289227..2289579,Peak,2289440,353,18.61248354,1.27E-77,SAOUHSC_02464,1012,SAOUHSC_02465,0
NCTC8325 Genomic sequence,130437..130802,Peak,130577,366,18.56657033,3.00E-77,SAOUHSC_00124,0,SAOUHSC_00125,59
NCTC8325 Genomic sequence,2270576..2270861,Peak,2270715,286,18.56612108,3.02E-77,SAOUHSC_02445,73,SAOUHSC_02447,0
NCTC8325 Genomic sequence,1742996..1743362,Peak,1743223,367,18.48107789,1.47E-76,SAOUHSC_01836,613,SAOUHSC_01837,0
NCTC8325 Genomic sequence,601309..601641,Peak,601502,333,18.45698029,2.29E-76,SAOUHSC_00608,30,SAOUHSC_00609,0
NCTC8325 Genomic sequence,1434560..1434884,Peak,1434700,325,18.44083792,3.09E-76,SAOUHSC_01476,53,SAOUHSC_01477,0
NCTC8325 Genomic sequence,1918177..1918572,Peak,1918317,396,18.39765661,6.86E-76,SAOUHSC_02006,1013,SAOUHSC_02008,0
NCTC8325 Genomic sequence,1617683..1617980,Peak,1617841,298,18.32446825,2.64E-75,SAOUHSC_01709,282,SAOUHSC_01710,0
